-- 0 --a:1  --b:24 ---
2:  2.7589%
3:  2.7489%
4:  2.31907%
5:  2.27909%
6:  2.67893%
7:  2.91883%
8:  2.499%
9:  2.39904%
10:  3.15874%
11:  3.05878%
12:  2.57897%
13:  2.39904%
14:  2.27909%
15:  2.7589%
16:  3.17873%
17:  2.51899%
18:  3.34866%
19:  2.69892%
20:  3.22871%
21:  2.7389%
22:  2.57897%
23:  2.26909%
24:  2.9988%
25:  2.87885%
26:  2.69892%
27:  2.21911%
28:  2.68892%
29:  2.7489%
30:  2.509%
31:  2.509%
32:  2.45902%
33:  2.62895%
34:  2.69892%
35:  2.87885%
36:  2.38904%
37:  3.17873%


-- 106 --a:1  --b:22 ---
